Transaction_ID,Date,Category,Merchant,Amount,Payment_Method,City,User_ID
TXN00670,2024-01-26,Shopping,Amazon,9.72,Credit Card,Dallas,1006
TXN00671,2024-02-07,Rent,Apartments.com,844.83,Credit Card,New York,1011
TXN00672,2024-04-13,Restaurants,Chipotle,101.6,Credit Card,Seattle,1000
TXN00673,2024-04-02,Utilities,Comcast,50.18,Credit Card,New York,1014
TXN00674,2024-03-27,Groceries,Kroger,9.97,Credit Card,New York,1014
TXN00675,2024-02-20,Shopping,Target,127.7,Debit Card,Seattle,1000
TXN00676,2024-01-27,Restaurants,Chipotle,183.92,Debit Card,Chicago,1017
TXN00677,2024-01-08,Groceries,Kroger,120.22,Debit Card,Dallas,1006
TXN00678,2024-03-04,Travel,Airbnb,17.41,Debit Card,Chicago,1006
TXN00679,2024-04-26,Travel,Airbnb,153.64,Credit Card,Chicago,1004
TXN00680,2024-04-01,Travel,Delta,147.34,Credit Card,Dallas,1018
TXN00681,2024-01-15,Groceries,Walmart,152.43,Debit Card,Dallas,1002
TXN00682,2024-02-07,Rent,Apartments.com,1066.96,Debit Card,Seattle,1018
TXN00683,2024-04-03,Restaurants,Starbucks,22.58,Debit Card,Seattle,1010
TXN00684,2024-02-13,Shopping,Target,212.15,Debit Card,Dallas,1019
TXN00685,2024-04-13,Gas,Shell,231.85,Debit Card,San Francisco,1017
TXN00686,2024-02-18,Utilities,Comcast,141.83,Credit Card,Chicago,1017
TXN00687,2024-02-16,Utilities,TXU Energy,190.96,Debit Card,Chicago,1001
TXN00688,2024-01-21,Gas,ExxonMobil,153.13,Credit Card,San Francisco,1010
TXN00689,2024-04-03,Rent,Zillow Rentals,808.51,Debit Card,San Francisco,1015
TXN00690,2024-04-21,Groceries,Walmart,211.02,Credit Card,San Francisco,1012
TXN00691,2024-03-30,Restaurants,McDonalds,199.59,Credit Card,Dallas,1018
TXN00692,2024-02-04,Gas,ExxonMobil,50.45,Credit Card,San Francisco,1015
TXN00693,2024-01-22,Restaurants,Chipotle,97.67,Credit Card,Seattle,1008
TXN00694,2024-02-19,Healthcare,CVS,167.28,Debit Card,Seattle,1017
TXN00695,2024-04-29,Restaurants,Chipotle,213.61,Debit Card,Chicago,1013
TXN00696,2024-01-12,Gas,Chevron,13.1,Credit Card,San Francisco,1008
TXN00697,2024-03-14,Shopping,Target,48.73,Credit Card,Dallas,1014
TXN00698,2024-03-17,Shopping,Amazon,159.74,Debit Card,Dallas,1007
TXN00699,2024-02-13,Gas,Shell,67.25,Credit Card,San Francisco,1008
TXN00700,2024-04-25,Groceries,Whole Foods,163.72,Debit Card,San Francisco,1000
TXN00701,2024-03-29,Rent,Apartments.com,1360.61,Credit Card,Chicago,1008
TXN00702,2024-02-25,Gas,ExxonMobil,227.48,Credit Card,Seattle,1001
TXN00703,2024-01-29,Healthcare,HealthPlus,82.55,Credit Card,New York,1002
TXN00704,2024-03-10,Travel,Uber,97.37,Debit Card,Seattle,1020
TXN00705,2024-01-10,Rent,Apartments.com,1165.69,Credit Card,Seattle,1012
TXN00706,2024-01-24,Utilities,TXU Energy,82.52,Debit Card,Seattle,1017
TXN00707,2024-01-29,Rent,Zillow Rentals,1111.88,Debit Card,San Francisco,1003
TXN00708,2024-03-12,Healthcare,CVS,195.45,Credit Card,Seattle,1009
TXN00709,2024-02-06,Utilities,TXU Energy,122.85,Credit Card,Chicago,1011
TXN00710,2024-01-10,Travel,Uber,21.84,Credit Card,Dallas,1004
TXN00711,2024-01-11,Shopping,Target,83.62,Debit Card,Chicago,1007
TXN00712,2024-04-16,Utilities,TXU Energy,7.21,Debit Card,New York,1006
TXN00713,2024-04-03,Gas,Chevron,85.16,Credit Card,Seattle,1008
TXN00714,2024-03-21,Utilities,TXU Energy,228.07,Credit Card,New York,1005
TXN00715,2024-03-28,Gas,Chevron,107.99,Credit Card,Dallas,1020
TXN00716,2024-04-28,Utilities,TXU Energy,242.01,Credit Card,New York,1004
TXN00717,2024-01-30,Rent,Zillow Rentals,1103.07,Debit Card,Chicago,1016
TXN00718,2024-04-29,Healthcare,CVS,11.85,Credit Card,San Francisco,1020
TXN00719,2024-04-12,Restaurants,Starbucks,220.95,Debit Card,San Francisco,1019
TXN00720,2024-02-13,Entertainment,AMC Theatres,56.49,Debit Card,New York,1011
TXN00721,2024-01-16,Restaurants,McDonalds,142.42,Credit Card,New York,1010
TXN00722,2024-04-19,Shopping,Target,108.73,Credit Card,New York,1009
TXN00723,2024-01-12,Utilities,AT&T,84.96,Debit Card,Dallas,1006
TXN00724,2024-02-08,Groceries,Whole Foods,52.27,Credit Card,New York,1007
TXN00725,2024-02-04,Entertainment,Spotify,73.43,Credit Card,Dallas,1007
TXN00726,2024-04-11,Healthcare,Walgreens,171.97,Debit Card,Dallas,1004
TXN00727,2024-01-01,Entertainment,AMC Theatres,49.25,Credit Card,Chicago,1001
TXN00728,2024-04-26,Shopping,eBay,240.49,Debit Card,Seattle,1014
TXN00729,2024-03-04,Gas,Shell,246.85,Debit Card,Seattle,1020
TXN00730,2024-03-28,Shopping,Target,206.11,Debit Card,San Francisco,1000
TXN00731,2024-02-23,Healthcare,CVS,179.97,Debit Card,San Francisco,1003
TXN00732,2024-03-03,Entertainment,Netflix,39.56,Debit Card,Chicago,1007
TXN00733,2024-03-15,Healthcare,Walgreens,170.49,Credit Card,New York,1002
TXN00734,2024-03-25,Entertainment,Spotify,198.67,Debit Card,Dallas,1009
TXN00735,2024-02-10,Rent,Apartments.com,1086.21,Debit Card,Chicago,1003
TXN00736,2024-03-14,Healthcare,Walgreens,61.99,Credit Card,San Francisco,1007
TXN00737,2024-04-19,Entertainment,Spotify,192.72,Credit Card,New York,1007
TXN00738,2024-04-26,Healthcare,HealthPlus,131.92,Credit Card,San Francisco,1016
TXN00739,2024-01-21,Travel,Airbnb,145.98,Debit Card,Dallas,1002
TXN00740,2024-03-13,Shopping,Amazon,7.83,Credit Card,Dallas,1009
TXN00741,2024-01-09,Healthcare,CVS,51.15,Debit Card,Dallas,1020
TXN00742,2024-04-06,Gas,ExxonMobil,154.86,Credit Card,Dallas,1005
TXN00743,2024-01-10,Utilities,Comcast,80.59,Debit Card,Chicago,1015
TXN00744,2024-02-08,Gas,Chevron,227.0,Debit Card,Chicago,1001
TXN00745,2024-04-03,Utilities,TXU Energy,103.29,Debit Card,Seattle,1008
TXN00746,2024-03-12,Gas,Shell,17.71,Debit Card,Chicago,1011
TXN00747,2024-04-24,Gas,ExxonMobil,175.52,Credit Card,New York,1005
TXN00748,2024-01-10,Groceries,Kroger,195.38,Debit Card,New York,1000
TXN00749,2024-04-26,Restaurants,Starbucks,79.4,Credit Card,Chicago,1006
TXN00750,2024-02-22,Rent,Apartments.com,831.89,Debit Card,Chicago,1002
TXN00751,2024-01-29,Utilities,TXU Energy,194.34,Debit Card,Dallas,1005
TXN00752,2024-03-18,Entertainment,Spotify,249.7,Debit Card,San Francisco,1020
TXN00753,2024-03-24,Shopping,eBay,130.09,Credit Card,Chicago,1019
TXN00754,2024-01-08,Travel,Airbnb,190.38,Debit Card,Chicago,1017
TXN00755,2024-03-08,Groceries,Kroger,127.48,Credit Card,New York,1006
TXN00756,2024-04-20,Gas,Shell,238.52,Credit Card,New York,1007
TXN00757,2024-03-06,Restaurants,Chipotle,41.3,Debit Card,New York,1019
TXN00758,2024-01-13,Healthcare,HealthPlus,147.09,Credit Card,San Francisco,1011
TXN00759,2024-02-12,Groceries,Walmart,157.77,Credit Card,Seattle,1007
TXN00760,2024-01-09,Shopping,Target,156.58,Debit Card,New York,1011
TXN00761,2024-01-09,Rent,Zillow Rentals,1495.4,Credit Card,Seattle,1011
TXN00762,2024-02-24,Utilities,TXU Energy,76.61,Debit Card,New York,1000
TXN00763,2024-04-02,Gas,ExxonMobil,82.21,Debit Card,Chicago,1019
TXN00764,2024-04-26,Shopping,Target,90.17,Credit Card,San Francisco,1002
TXN00765,2024-04-05,Groceries,Kroger,185.73,Credit Card,Seattle,1002
TXN00766,2024-04-15,Shopping,Amazon,212.29,Credit Card,San Francisco,1007
TXN00767,2024-03-09,Utilities,AT&T,18.54,Credit Card,Dallas,1009
TXN00768,2024-04-12,Rent,Apartments.com,1337.93,Credit Card,Dallas,1010
TXN00769,2024-01-12,Rent,Apartments.com,997.78,Credit Card,San Francisco,1020
TXN00770,2024-02-25,Shopping,eBay,70.48,Credit Card,Seattle,1012
TXN00771,2024-03-06,Entertainment,Netflix,23.67,Debit Card,Dallas,1013
TXN00772,2024-02-16,Entertainment,Netflix,170.12,Credit Card,Seattle,1008
TXN00773,2024-02-12,Restaurants,Chipotle,16.93,Debit Card,Chicago,1016
TXN00774,2024-02-17,Groceries,Whole Foods,77.46,Debit Card,Chicago,1012
TXN00775,2024-03-10,Healthcare,HealthPlus,165.08,Credit Card,Dallas,1009
TXN00776,2024-01-12,Entertainment,Spotify,28.63,Debit Card,Seattle,1017
TXN00777,2024-02-27,Shopping,eBay,216.47,Credit Card,San Francisco,1004
TXN00778,2024-02-13,Shopping,eBay,7.67,Debit Card,Chicago,1014
TXN00779,2024-01-29,Healthcare,Walgreens,188.09,Credit Card,New York,1001
TXN00780,2024-02-29,Gas,Chevron,22.81,Credit Card,Seattle,1003
TXN00781,2024-04-18,Restaurants,Chipotle,21.61,Credit Card,Seattle,1016
TXN00782,2024-04-17,Travel,Delta,183.71,Debit Card,Seattle,1011
TXN00783,2024-04-08,Entertainment,Netflix,86.2,Credit Card,Chicago,1002
TXN00784,2024-04-02,Utilities,AT&T,198.3,Debit Card,Dallas,1009
TXN00785,2024-01-29,Utilities,AT&T,17.72,Credit Card,Seattle,1016
TXN00786,2024-02-08,Entertainment,AMC Theatres,173.47,Debit Card,Seattle,1006
TXN00787,2024-03-02,Shopping,Target,100.65,Debit Card,Dallas,1020
TXN00788,2024-01-04,Healthcare,Walgreens,77.16,Debit Card,Dallas,1006
TXN00789,2024-01-11,Gas,Shell,187.86,Credit Card,New York,1005
TXN00790,2024-03-16,Entertainment,Netflix,144.76,Credit Card,New York,1017
TXN00791,2024-02-18,Restaurants,Chipotle,95.94,Debit Card,Dallas,1016
TXN00792,2024-01-31,Healthcare,Walgreens,33.34,Debit Card,San Francisco,1018
TXN00793,2024-04-06,Gas,ExxonMobil,211.23,Debit Card,New York,1019
TXN00794,2024-01-29,Entertainment,Netflix,145.55,Debit Card,San Francisco,1005
TXN00795,2024-04-03,Groceries,Kroger,154.03,Debit Card,New York,1016
TXN00796,2024-02-06,Restaurants,McDonalds,57.19,Debit Card,Chicago,1008
TXN00797,2024-03-08,Gas,ExxonMobil,84.51,Debit Card,Dallas,1005
TXN00798,2024-01-16,Restaurants,Starbucks,122.68,Credit Card,New York,1010
TXN00799,2024-03-27,Healthcare,HealthPlus,106.65,Debit Card,Dallas,1003
TXN00800,2024-01-04,Rent,Apartments.com,1240.44,Credit Card,Dallas,1001
TXN00801,2024-02-13,Utilities,Comcast,186.16,Credit Card,Seattle,1016
TXN00802,2024-02-26,Shopping,Target,21.42,Debit Card,New York,1012
TXN00803,2024-04-24,Rent,Apartments.com,873.96,Credit Card,Dallas,1002
TXN00804,2024-01-20,Travel,Delta,60.11,Debit Card,Dallas,1002
TXN00805,2024-03-21,Healthcare,Walgreens,121.31,Debit Card,San Francisco,1013
TXN00806,2024-04-08,Travel,Delta,19.99,Credit Card,Seattle,1010
TXN00807,2024-03-09,Gas,Shell,151.94,Credit Card,San Francisco,1017
TXN00808,2024-01-16,Rent,Apartments.com,954.69,Credit Card,Seattle,1018
TXN00809,2024-02-03,Rent,Zillow Rentals,1119.29,Credit Card,Dallas,1000
TXN00810,2024-03-06,Utilities,TXU Energy,114.97,Debit Card,San Francisco,1013
TXN00811,2024-01-01,Healthcare,CVS,217.73,Credit Card,Chicago,1009
TXN00812,2024-03-04,Restaurants,McDonalds,15.14,Debit Card,San Francisco,1015
TXN00813,2024-04-26,Gas,ExxonMobil,86.18,Debit Card,New York,1017
TXN00814,2024-03-16,Gas,ExxonMobil,141.21,Credit Card,Dallas,1005
TXN00815,2024-04-15,Groceries,Kroger,247.69,Debit Card,Chicago,1017
TXN00816,2024-03-05,Utilities,AT&T,182.09,Debit Card,Seattle,1007
TXN00817,2024-01-05,Travel,Uber,97.28,Debit Card,San Francisco,1008
TXN00818,2024-03-17,Groceries,Kroger,162.35,Credit Card,Dallas,1011
TXN00819,2024-02-17,Entertainment,Netflix,93.0,Debit Card,Seattle,1008
TXN00820,2024-01-27,Groceries,Walmart,209.11,Credit Card,New York,1000
TXN00821,2024-04-09,Gas,ExxonMobil,147.11,Debit Card,San Francisco,1017
TXN00822,2024-04-04,Rent,Zillow Rentals,1024.73,Credit Card,Chicago,1015
TXN00823,2024-03-26,Gas,Shell,174.96,Debit Card,Dallas,1019
TXN00824,2024-02-21,Groceries,Whole Foods,84.4,Debit Card,New York,1009
TXN00825,2024-04-16,Travel,Uber,127.74,Credit Card,Dallas,1017
TXN00826,2024-03-27,Shopping,Amazon,223.88,Debit Card,Chicago,1005
TXN00827,2024-03-15,Utilities,Comcast,195.26,Credit Card,Seattle,1020
TXN00828,2024-01-15,Healthcare,HealthPlus,177.12,Debit Card,Dallas,1005
TXN00829,2024-04-15,Utilities,AT&T,108.71,Debit Card,Dallas,1019
TXN00830,2024-01-02,Shopping,Target,40.2,Credit Card,San Francisco,1016
TXN00831,2024-02-22,Restaurants,Starbucks,226.25,Debit Card,Chicago,1009
TXN00832,2024-03-29,Groceries,Kroger,53.04,Debit Card,San Francisco,1016
TXN00833,2024-03-13,Shopping,Amazon,246.17,Credit Card,Seattle,1003
TXN00834,2024-02-13,Travel,Airbnb,105.54,Credit Card,Dallas,1010
TXN00835,2024-02-23,Healthcare,Walgreens,72.15,Credit Card,Seattle,1001
TXN00836,2024-02-19,Groceries,Whole Foods,145.73,Debit Card,Dallas,1014
TXN00837,2024-01-19,Shopping,Target,229.39,Credit Card,San Francisco,1011
TXN00838,2024-03-21,Entertainment,Spotify,170.61,Debit Card,Seattle,1013
TXN00839,2024-04-27,Entertainment,AMC Theatres,221.42,Credit Card,Dallas,1008
TXN00840,2024-01-02,Travel,Uber,156.18,Debit Card,Chicago,1000
TXN00841,2024-04-21,Gas,Shell,133.29,Credit Card,Dallas,1011
TXN00842,2024-01-14,Entertainment,Spotify,83.4,Debit Card,Dallas,1016
TXN00843,2024-02-26,Groceries,Kroger,14.65,Credit Card,San Francisco,1000
TXN00844,2024-01-30,Entertainment,Spotify,208.13,Debit Card,Dallas,1020
TXN00845,2024-02-19,Healthcare,CVS,39.29,Credit Card,San Francisco,1007
TXN00846,2024-02-03,Rent,Apartments.com,879.3,Debit Card,New York,1001
TXN00847,2024-01-31,Gas,ExxonMobil,95.06,Debit Card,Dallas,1005
TXN00848,2024-04-21,Healthcare,HealthPlus,162.67,Credit Card,Chicago,1018
TXN00849,2024-04-10,Travel,Delta,29.34,Debit Card,Chicago,1015
TXN00850,2024-01-11,Healthcare,HealthPlus,33.23,Debit Card,New York,1007
TXN00851,2024-01-12,Gas,Shell,159.41,Debit Card,Chicago,1001
TXN00852,2024-01-10,Travel,Delta,142.84,Credit Card,Seattle,1011
TXN00853,2024-01-06,Groceries,Walmart,234.94,Debit Card,San Francisco,1019
TXN00854,2024-01-04,Utilities,Comcast,60.62,Credit Card,Chicago,1003
TXN00855,2024-01-19,Shopping,eBay,164.84,Credit Card,San Francisco,1004
TXN00856,2024-01-29,Gas,Chevron,98.25,Credit Card,Seattle,1011
TXN00857,2024-03-29,Utilities,Comcast,28.15,Credit Card,Chicago,1006
TXN00858,2024-04-29,Rent,Zillow Rentals,1121.09,Debit Card,Dallas,1017
TXN00859,2024-04-23,Restaurants,McDonalds,115.27,Credit Card,Chicago,1015
TXN00860,2024-04-25,Gas,Shell,141.81,Credit Card,San Francisco,1006
TXN00861,2024-03-21,Entertainment,Spotify,151.0,Credit Card,Seattle,1002
TXN00862,2024-02-22,Rent,Zillow Rentals,1315.69,Credit Card,San Francisco,1020
TXN00863,2024-01-24,Healthcare,Walgreens,181.47,Debit Card,New York,1001
TXN00864,2024-01-16,Shopping,Amazon,184.36,Debit Card,Seattle,1011
TXN00865,2024-03-21,Gas,ExxonMobil,15.85,Debit Card,Seattle,1020
TXN00866,2024-02-27,Travel,Delta,237.85,Debit Card,San Francisco,1020
TXN00867,2024-01-25,Gas,Chevron,150.63,Debit Card,San Francisco,1005
TXN00868,2024-01-24,Healthcare,HealthPlus,62.58,Credit Card,Chicago,1010
TXN00869,2024-02-28,Entertainment,AMC Theatres,224.19,Debit Card,New York,1007
TXN00870,2024-01-20,Restaurants,Starbucks,190.34,Debit Card,Chicago,1002
TXN00871,2024-04-01,Healthcare,CVS,222.31,Debit Card,Chicago,1002
TXN00872,2024-01-09,Entertainment,Spotify,195.77,Debit Card,New York,1010
TXN00873,2024-04-01,Travel,Delta,154.01,Debit Card,Dallas,1017
TXN00874,2024-01-14,Groceries,Kroger,188.46,Debit Card,Dallas,1006
TXN00875,2024-04-17,Travel,Delta,197.91,Credit Card,Seattle,1007
TXN00876,2024-01-30,Rent,Zillow Rentals,1191.34,Credit Card,San Francisco,1011
TXN00877,2024-02-19,Healthcare,HealthPlus,198.04,Credit Card,San Francisco,1001
TXN00878,2024-04-11,Restaurants,McDonalds,168.13,Credit Card,New York,1002
TXN00879,2024-01-04,Shopping,Target,190.14,Debit Card,San Francisco,1020
TXN00880,2024-04-01,Restaurants,Chipotle,181.54,Debit Card,Chicago,1017
TXN00881,2024-01-14,Restaurants,Chipotle,192.68,Debit Card,New York,1000
TXN00882,2024-03-29,Travel,Uber,212.6,Debit Card,New York,1008
TXN00883,2024-02-02,Restaurants,Starbucks,99.44,Credit Card,Chicago,1002
TXN00884,2024-04-14,Groceries,Whole Foods,180.64,Credit Card,Seattle,1019
TXN00885,2024-04-10,Gas,ExxonMobil,234.76,Credit Card,New York,1017
TXN00886,2024-02-15,Entertainment,AMC Theatres,61.98,Debit Card,Chicago,1019
TXN00887,2024-01-05,Shopping,Target,62.27,Debit Card,New York,1004
TXN00888,2024-02-04,Shopping,eBay,65.63,Debit Card,Chicago,1004
TXN00889,2024-03-15,Gas,Shell,231.22,Debit Card,Seattle,1015
TXN00890,2024-04-20,Restaurants,Starbucks,98.23,Credit Card,Dallas,1005
TXN00891,2024-02-04,Shopping,Target,228.69,Credit Card,San Francisco,1012
TXN00892,2024-01-01,Restaurants,Chipotle,90.15,Credit Card,New York,1005
TXN00893,2024-01-13,Shopping,Target,9.43,Debit Card,San Francisco,1013
TXN00894,2024-03-18,Gas,Chevron,244.34,Debit Card,Seattle,1005
TXN00895,2024-04-27,Restaurants,Chipotle,141.64,Credit Card,New York,1012
TXN00896,2024-01-21,Rent,Apartments.com,924.59,Credit Card,Seattle,1009
TXN00897,2024-04-10,Utilities,TXU Energy,243.43,Debit Card,Chicago,1004
TXN00898,2024-01-03,Groceries,Walmart,225.17,Debit Card,Seattle,1015
TXN00899,2024-02-26,Shopping,Amazon,42.53,Debit Card,Seattle,1014
TXN00900,2024-04-14,Utilities,TXU Energy,120.9,Debit Card,Seattle,1013
TXN00901,2024-03-04,Shopping,Amazon,211.69,Debit Card,Seattle,1016
TXN00902,2024-01-21,Utilities,AT&T,215.78,Debit Card,Chicago,1011
TXN00903,2024-02-07,Groceries,Whole Foods,138.22,Debit Card,New York,1014
TXN00904,2024-02-14,Groceries,Whole Foods,120.33,Credit Card,New York,1016
TXN00905,2024-01-16,Utilities,Comcast,59.7,Debit Card,San Francisco,1019
TXN00906,2024-03-28,Shopping,eBay,204.46,Credit Card,New York,1015
TXN00907,2024-01-09,Shopping,eBay,194.03,Credit Card,San Francisco,1000
TXN00908,2024-01-30,Travel,Uber,99.98,Credit Card,San Francisco,1011
TXN00909,2024-04-28,Entertainment,AMC Theatres,170.91,Credit Card,Seattle,1007
TXN00910,2024-04-30,Groceries,Walmart,123.22,Debit Card,San Francisco,1014
TXN00911,2024-01-20,Rent,Zillow Rentals,1383.65,Debit Card,San Francisco,1006
TXN00912,2024-03-25,Entertainment,AMC Theatres,229.79,Credit Card,New York,1006
TXN00913,2024-02-20,Groceries,Walmart,157.81,Credit Card,Chicago,1001
TXN00914,2024-01-15,Entertainment,AMC Theatres,217.56,Debit Card,Chicago,1000
TXN00915,2024-04-14,Restaurants,Starbucks,195.05,Credit Card,Seattle,1012
TXN00916,2024-04-05,Shopping,Amazon,197.98,Debit Card,San Francisco,1004
TXN00917,2024-04-11,Utilities,Comcast,73.61,Debit Card,San Francisco,1014
TXN00918,2024-03-27,Healthcare,Walgreens,42.61,Credit Card,San Francisco,1015
TXN00919,2024-01-18,Restaurants,Chipotle,177.92,Credit Card,San Francisco,1014
TXN00920,2024-01-01,Travel,Airbnb,129.1,Debit Card,Seattle,1019
TXN00921,2024-04-29,Healthcare,CVS,130.82,Credit Card,San Francisco,1010
TXN00922,2024-04-18,Groceries,Kroger,137.88,Credit Card,Dallas,1016
TXN00923,2024-03-01,Entertainment,AMC Theatres,154.3,Debit Card,Seattle,1004
TXN00924,2024-03-14,Entertainment,Spotify,101.56,Credit Card,Dallas,1008
TXN00925,2024-04-09,Entertainment,Netflix,102.97,Credit Card,New York,1005
TXN00926,2024-03-18,Gas,Shell,226.53,Debit Card,Seattle,1005
TXN00927,2024-01-23,Groceries,Walmart,204.03,Credit Card,San Francisco,1011
TXN00928,2024-04-30,Utilities,AT&T,5.36,Debit Card,San Francisco,1019
TXN00929,2024-03-08,Entertainment,Spotify,20.86,Debit Card,Dallas,1008
TXN00930,2024-01-19,Groceries,Whole Foods,232.53,Credit Card,Chicago,1001
TXN00931,2024-03-28,Restaurants,McDonalds,224.9,Credit Card,Seattle,1000
TXN00932,2024-02-23,Shopping,eBay,248.52,Debit Card,Dallas,1004
TXN00933,2024-04-05,Rent,Zillow Rentals,1256.06,Credit Card,New York,1012
TXN00934,2024-04-17,Healthcare,HealthPlus,154.63,Debit Card,San Francisco,1013
TXN00935,2024-04-12,Shopping,Amazon,30.48,Debit Card,Chicago,1008
TXN00936,2024-04-03,Entertainment,AMC Theatres,146.07,Credit Card,San Francisco,1001
TXN00937,2024-01-30,Entertainment,AMC Theatres,127.28,Debit Card,Chicago,1006
TXN00938,2024-03-15,Groceries,Walmart,123.77,Debit Card,Seattle,1005
TXN00939,2024-01-15,Healthcare,CVS,59.12,Debit Card,Dallas,1020
TXN00940,2024-01-17,Gas,ExxonMobil,13.09,Credit Card,Seattle,1017
TXN00941,2024-04-28,Utilities,AT&T,176.95,Credit Card,Seattle,1010
TXN00942,2024-03-01,Rent,Zillow Rentals,992.44,Credit Card,San Francisco,1020
TXN00943,2024-01-19,Travel,Delta,128.09,Debit Card,New York,1007
TXN00944,2024-04-10,Groceries,Walmart,158.48,Debit Card,Seattle,1019
TXN00945,2024-02-20,Shopping,Target,127.7,Debit Card,Chicago,1009
TXN00946,2024-02-07,Entertainment,Spotify,90.06,Credit Card,Chicago,1010
TXN00947,2024-01-24,Restaurants,McDonalds,19.9,Credit Card,New York,1009
TXN00948,2024-04-04,Groceries,Whole Foods,65.8,Debit Card,San Francisco,1005
TXN00949,2024-03-16,Entertainment,Spotify,130.77,Credit Card,Dallas,1008
TXN00950,2024-01-22,Healthcare,Walgreens,172.99,Credit Card,San Francisco,1014
TXN00951,2024-01-04,Groceries,Whole Foods,207.3,Debit Card,Seattle,1013
TXN00952,2024-04-01,Travel,Airbnb,39.76,Credit Card,Dallas,1004
TXN00953,2024-02-07,Utilities,TXU Energy,182.26,Debit Card,San Francisco,1014
TXN00954,2024-03-01,Gas,ExxonMobil,116.5,Credit Card,San Francisco,1008
TXN00955,2024-02-12,Rent,Apartments.com,1083.29,Debit Card,New York,1006
TXN00956,2024-03-15,Shopping,Amazon,129.17,Debit Card,Chicago,1013
TXN00957,2024-02-15,Healthcare,HealthPlus,170.08,Debit Card,San Francisco,1003
TXN00958,2024-03-18,Restaurants,Chipotle,148.84,Debit Card,New York,1016
TXN00959,2024-04-23,Restaurants,Chipotle,188.64,Debit Card,Seattle,1002
TXN00960,2024-03-21,Rent,Zillow Rentals,1396.49,Credit Card,Chicago,1002
TXN00961,2024-02-07,Healthcare,HealthPlus,126.93,Credit Card,New York,1003
TXN00962,2024-01-23,Groceries,Whole Foods,8.24,Debit Card,Chicago,1006
TXN00963,2024-04-29,Healthcare,Walgreens,35.73,Credit Card,Dallas,1010
TXN00964,2024-04-15,Travel,Airbnb,170.82,Credit Card,San Francisco,1014
TXN00965,2024-04-25,Restaurants,Starbucks,221.94,Credit Card,Seattle,1006
TXN00966,2024-03-28,Travel,Uber,50.58,Credit Card,Dallas,1001
TXN00967,2024-02-10,Rent,Apartments.com,1369.18,Credit Card,Seattle,1019
TXN00968,2024-03-26,Gas,ExxonMobil,223.62,Debit Card,Chicago,1014
TXN00969,2024-01-06,Restaurants,Chipotle,166.2,Debit Card,New York,1000
TXN00970,2024-01-28,Groceries,Whole Foods,45.46,Debit Card,San Francisco,1016
TXN00971,2024-02-12,Travel,Delta,151.91,Credit Card,Dallas,1011
TXN00972,2024-01-07,Entertainment,AMC Theatres,50.97,Credit Card,Dallas,1014
TXN00973,2024-04-26,Utilities,Comcast,193.46,Credit Card,Seattle,1004
TXN00974,2024-02-10,Entertainment,Spotify,155.18,Credit Card,Seattle,1010
TXN00975,2024-01-20,Gas,ExxonMobil,245.97,Debit Card,San Francisco,1020
TXN00976,2024-02-10,Groceries,Kroger,168.54,Debit Card,New York,1002
TXN00977,2024-02-09,Entertainment,Spotify,156.09,Debit Card,Seattle,1004
TXN00978,2024-03-04,Restaurants,McDonalds,137.0,Debit Card,Seattle,1016
TXN00979,2024-03-31,Shopping,Target,17.3,Credit Card,Chicago,1013
TXN00980,2024-03-28,Rent,Apartments.com,914.33,Debit Card,Chicago,1015
TXN00981,2024-03-11,Shopping,Amazon,159.88,Debit Card,Chicago,1002
TXN00982,2024-04-24,Entertainment,AMC Theatres,20.85,Credit Card,Seattle,1020
TXN00983,2024-04-18,Utilities,Comcast,94.57,Credit Card,San Francisco,1007
TXN00984,2024-03-15,Healthcare,HealthPlus,49.79,Debit Card,Dallas,1017
TXN00985,2024-02-04,Healthcare,HealthPlus,44.22,Debit Card,Dallas,1000
TXN00986,2024-04-03,Restaurants,McDonalds,6.88,Credit Card,San Francisco,1004
TXN00987,2024-01-03,Rent,Zillow Rentals,1261.53,Credit Card,Seattle,1004
TXN00988,2024-01-27,Travel,Uber,123.23,Debit Card,Dallas,1015
TXN00989,2024-01-30,Restaurants,Starbucks,249.61,Credit Card,New York,1007
TXN00990,2024-01-08,Rent,Zillow Rentals,1257.53,Debit Card,Chicago,1013
TXN00991,2024-03-02,Shopping,Target,70.7,Debit Card,New York,1017
TXN00992,2024-03-13,Gas,ExxonMobil,86.66,Debit Card,Seattle,1016
TXN00993,2024-04-22,Shopping,Amazon,50.92,Credit Card,Dallas,1016
TXN00994,2024-03-29,Rent,Apartments.com,885.01,Credit Card,Seattle,1006
TXN00995,2024-04-24,Entertainment,Spotify,168.6,Credit Card,Chicago,1013
TXN00996,2024-02-20,Gas,Chevron,209.66,Credit Card,San Francisco,1010
TXN00997,2024-03-04,Restaurants,Starbucks,200.22,Debit Card,Seattle,1007
TXN00998,2024-01-28,Groceries,Kroger,205.57,Credit Card,Chicago,1001
TXN00999,2024-01-22,Travel,Airbnb,152.04,Debit Card,Dallas,1007
TXN01000,2024-04-09,Gas,Chevron,15.38,Debit Card,San Francisco,1014
